IncidentNumber,IncidentGroup_Fire,IncidentGroup_Special Service,AggregatedPropertyCategory_Outdoor,AggregatedPropertyCategory_Residential,AggregatedPropertyCategory_Vehicle,CellEastingNorthing2500_502500-175000,CellEastingNorthing2500_502500-177500,CellEastingNorthing2500_502500-180000,CellEastingNorthing2500_502500-182500,CellEastingNorthing2500_502500-187500,CellEastingNorthing2500_502500-190000,CellEastingNorthing2500_502500-192500,CellEastingNorthing2500_505000-172500,CellEastingNorthing2500_505000-175000,CellEastingNorthing2500_505000-177500,CellEastingNorthing2500_505000-180000,CellEastingNorthing2500_505000-182500,CellEastingNorthing2500_505000-185000,CellEastingNorthing2500_505000-187500,CellEastingNorthing2500_505000-190000,CellEastingNorthing2500_507500-170000,CellEastingNorthing2500_507500-172500,CellEastingNorthing2500_507500-175000,CellEastingNorthing2500_507500-177500,CellEastingNorthing2500_507500-180000,CellEastingNorthing2500_507500-182500,CellEastingNorthing2500_507500-185000,CellEastingNorthing2500_507500-187500,CellEastingNorthing2500_507500-190000,CellEastingNorthing2500_510000-167500,CellEastingNorthing2500_510000-170000,CellEastingNorthing2500_510000-172500,CellEastingNorthing2500_510000-175000,CellEastingNorthing2500_510000-177500,CellEastingNorthing2500_510000-180000,CellEastingNorthing2500_510000-182500,CellEastingNorthing2500_510000-185000,CellEastingNorthing2500_510000-187500,CellEastingNorthing2500_510000-190000,CellEastingNorthing2500_512500-167500,CellEastingNorthing2500_512500-170000,CellEastingNorthing2500_512500-172500,CellEastingNorthing2500_512500-175000,CellEastingNorthing2500_512500-177500,CellEastingNorthing2500_512500-180000,CellEastingNorthing2500_512500-182500,CellEastingNorthing2500_512500-185000,CellEastingNorthing2500_512500-187500,CellEastingNorthing2500_512500-190000,CellEastingNorthing2500_512500-192500,CellEastingNorthing2500_515000-157500,CellEastingNorthing2500_515000-160000,CellEastingNorthing2500_515000-162500,CellEastingNorthing2500_515000-165000,CellEastingNorthing2500_515000-167500,CellEastingNorthing2500_515000-170000,CellEastingNorthing2500_515000-172500,CellEastingNorthing2500_515000-175000,CellEastingNorthing2500_515000-177500,CellEastingNorthing2500_515000-180000,CellEastingNorthing2500_515000-182500,CellEastingNorthing2500_515000-185000,CellEastingNorthing2500_515000-187500,CellEastingNorthing2500_515000-190000,CellEastingNorthing2500_515000-192500,CellEastingNorthing2500_517500-160000,CellEastingNorthing2500_517500-162500,CellEastingNorthing2500_517500-165000,CellEastingNorthing2500_517500-167500,CellEastingNorthing2500_517500-170000,CellEastingNorthing2500_517500-172500,CellEastingNorthing2500_517500-175000,CellEastingNorthing2500_517500-177500,CellEastingNorthing2500_517500-180000,CellEastingNorthing2500_517500-182500,CellEastingNorthing2500_517500-185000,CellEastingNorthing2500_517500-187500,CellEastingNorthing2500_517500-190000,CellEastingNorthing2500_517500-192500,CellEastingNorthing2500_517500-195000,CellEastingNorthing2500_520000-162500,CellEastingNorthing2500_520000-165000,CellEastingNorthing2500_520000-167500,CellEastingNorthing2500_520000-170000,CellEastingNorthing2500_520000-172500,CellEastingNorthing2500_520000-175000,CellEastingNorthing2500_520000-177500,CellEastingNorthing2500_520000-180000,CellEastingNorthing2500_520000-182500,CellEastingNorthing2500_520000-185000,CellEastingNorthing2500_520000-187500,CellEastingNorthing2500_520000-190000,CellEastingNorthing2500_520000-192500,CellEastingNorthing2500_520000-195000,CellEastingNorthing2500_522500-160000,CellEastingNorthing2500_522500-162500,CellEastingNorthing2500_522500-165000,CellEastingNorthing2500_522500-167500,CellEastingNorthing2500_522500-170000,CellEastingNorthing2500_522500-172500,CellEastingNorthing2500_522500-175000,CellEastingNorthing2500_522500-177500,CellEastingNorthing2500_522500-180000,CellEastingNorthing2500_522500-182500,CellEastingNorthing2500_522500-185000,CellEastingNorthing2500_522500-187500,CellEastingNorthing2500_522500-190000,CellEastingNorthing2500_522500-192500,CellEastingNorthing2500_522500-195000,CellEastingNorthing2500_522500-197500,CellEastingNorthing2500_525000-160000,CellEastingNorthing2500_525000-162500,CellEastingNorthing2500_525000-165000,CellEastingNorthing2500_525000-167500,CellEastingNorthing2500_525000-170000,CellEastingNorthing2500_525000-172500,CellEastingNorthing2500_525000-175000,CellEastingNorthing2500_525000-177500,CellEastingNorthing2500_525000-180000,CellEastingNorthing2500_525000-182500,CellEastingNorthing2500_525000-185000,CellEastingNorthing2500_525000-187500,CellEastingNorthing2500_525000-190000,CellEastingNorthing2500_525000-192500,CellEastingNorthing2500_525000-195000,CellEastingNorthing2500_525000-197500,CellEastingNorthing2500_525000-200000,CellEastingNorthing2500_527500-155000,CellEastingNorthing2500_527500-157500,CellEastingNorthing2500_527500-160000,CellEastingNorthing2500_527500-162500,CellEastingNorthing2500_527500-165000,CellEastingNorthing2500_527500-167500,CellEastingNorthing2500_527500-170000,CellEastingNorthing2500_527500-172500,CellEastingNorthing2500_527500-175000,CellEastingNorthing2500_527500-177500,CellEastingNorthing2500_527500-180000,CellEastingNorthing2500_527500-182500,CellEastingNorthing2500_527500-185000,CellEastingNorthing2500_527500-187500,CellEastingNorthing2500_527500-190000,CellEastingNorthing2500_527500-192500,CellEastingNorthing2500_527500-195000,CellEastingNorthing2500_527500-197500,CellEastingNorthing2500_527500-200000,CellEastingNorthing2500_530000-155000,CellEastingNorthing2500_530000-157500,CellEastingNorthing2500_530000-160000,CellEastingNorthing2500_530000-162500,CellEastingNorthing2500_530000-165000,CellEastingNorthing2500_530000-167500,CellEastingNorthing2500_530000-170000,CellEastingNorthing2500_530000-172500,CellEastingNorthing2500_530000-175000,CellEastingNorthing2500_530000-177500,CellEastingNorthing2500_530000-180000,CellEastingNorthing2500_530000-182500,CellEastingNorthing2500_530000-185000,CellEastingNorthing2500_530000-187500,CellEastingNorthing2500_530000-190000,CellEastingNorthing2500_530000-192500,CellEastingNorthing2500_530000-195000,CellEastingNorthing2500_530000-197500,CellEastingNorthing2500_530000-200000,CellEastingNorthing2500_532500-155000,CellEastingNorthing2500_532500-157500,CellEastingNorthing2500_532500-160000,CellEastingNorthing2500_532500-162500,CellEastingNorthing2500_532500-165000,CellEastingNorthing2500_532500-167500,CellEastingNorthing2500_532500-170000,CellEastingNorthing2500_532500-172500,CellEastingNorthing2500_532500-175000,CellEastingNorthing2500_532500-177500,CellEastingNorthing2500_532500-180000,CellEastingNorthing2500_532500-182500,CellEastingNorthing2500_532500-185000,CellEastingNorthing2500_532500-187500,CellEastingNorthing2500_532500-190000,CellEastingNorthing2500_532500-192500,CellEastingNorthing2500_532500-195000,CellEastingNorthing2500_532500-197500,CellEastingNorthing2500_532500-200000,CellEastingNorthing2500_535000-157500,CellEastingNorthing2500_535000-160000,CellEastingNorthing2500_535000-162500,CellEastingNorthing2500_535000-165000,CellEastingNorthing2500_535000-167500,CellEastingNorthing2500_535000-170000,CellEastingNorthing2500_535000-172500,CellEastingNorthing2500_535000-175000,CellEastingNorthing2500_535000-177500,CellEastingNorthing2500_535000-180000,CellEastingNorthing2500_535000-182500,CellEastingNorthing2500_535000-185000,CellEastingNorthing2500_535000-187500,CellEastingNorthing2500_535000-190000,CellEastingNorthing2500_535000-192500,CellEastingNorthing2500_535000-195000,CellEastingNorthing2500_535000-197500,CellEastingNorthing2500_535000-200000,CellEastingNorthing2500_537500-157500,CellEastingNorthing2500_537500-160000,CellEastingNorthing2500_537500-162500,CellEastingNorthing2500_537500-165000,CellEastingNorthing2500_537500-167500,CellEastingNorthing2500_537500-170000,CellEastingNorthing2500_537500-172500,CellEastingNorthing2500_537500-175000,CellEastingNorthing2500_537500-177500,CellEastingNorthing2500_537500-180000,CellEastingNorthing2500_537500-182500,CellEastingNorthing2500_537500-185000,CellEastingNorthing2500_537500-187500,CellEastingNorthing2500_537500-190000,CellEastingNorthing2500_537500-192500,CellEastingNorthing2500_537500-195000,CellEastingNorthing2500_537500-197500,CellEastingNorthing2500_540000-157500,CellEastingNorthing2500_540000-160000,CellEastingNorthing2500_540000-162500,CellEastingNorthing2500_540000-165000,CellEastingNorthing2500_540000-167500,CellEastingNorthing2500_540000-170000,CellEastingNorthing2500_540000-172500,CellEastingNorthing2500_540000-175000,CellEastingNorthing2500_540000-177500,CellEastingNorthing2500_540000-180000,CellEastingNorthing2500_540000-182500,CellEastingNorthing2500_540000-185000,CellEastingNorthing2500_540000-187500,CellEastingNorthing2500_540000-190000,CellEastingNorthing2500_540000-192500,CellEastingNorthing2500_542500-155000,CellEastingNorthing2500_542500-157500,CellEastingNorthing2500_542500-160000,CellEastingNorthing2500_542500-162500,CellEastingNorthing2500_542500-165000,CellEastingNorthing2500_542500-167500,CellEastingNorthing2500_542500-170000,CellEastingNorthing2500_542500-172500,CellEastingNorthing2500_542500-175000,CellEastingNorthing2500_542500-177500,CellEastingNorthing2500_542500-180000,CellEastingNorthing2500_542500-182500,CellEastingNorthing2500_542500-185000,CellEastingNorthing2500_542500-187500,CellEastingNorthing2500_542500-190000,CellEastingNorthing2500_545000-155000,CellEastingNorthing2500_545000-157500,CellEastingNorthing2500_545000-160000,CellEastingNorthing2500_545000-162500,CellEastingNorthing2500_545000-165000,CellEastingNorthing2500_545000-167500,CellEastingNorthing2500_545000-170000,CellEastingNorthing2500_545000-172500,CellEastingNorthing2500_545000-175000,CellEastingNorthing2500_545000-177500,CellEastingNorthing2500_545000-180000,CellEastingNorthing2500_545000-182500,CellEastingNorthing2500_545000-185000,CellEastingNorthing2500_545000-187500,CellEastingNorthing2500_545000-190000,CellEastingNorthing2500_545000-192500,CellEastingNorthing2500_547500-160000,CellEastingNorthing2500_547500-162500,CellEastingNorthing2500_547500-165000,CellEastingNorthing2500_547500-167500,CellEastingNorthing2500_547500-170000,CellEastingNorthing2500_547500-172500,CellEastingNorthing2500_547500-175000,CellEastingNorthing2500_547500-177500,CellEastingNorthing2500_547500-180000,CellEastingNorthing2500_547500-182500,CellEastingNorthing2500_547500-185000,CellEastingNorthing2500_547500-187500,CellEastingNorthing2500_547500-190000,CellEastingNorthing2500_547500-192500,CellEastingNorthing2500_550000-167500,CellEastingNorthing2500_550000-170000,CellEastingNorthing2500_550000-172500,CellEastingNorthing2500_550000-175000,CellEastingNorthing2500_550000-177500,CellEastingNorthing2500_550000-180000,CellEastingNorthing2500_550000-182500,CellEastingNorthing2500_550000-185000,CellEastingNorthing2500_550000-187500,CellEastingNorthing2500_550000-190000,CellEastingNorthing2500_550000-192500,CellEastingNorthing2500_552500-172500,CellEastingNorthing2500_552500-175000,CellEastingNorthing2500_552500-177500,CellEastingNorthing2500_552500-180000,CellEastingNorthing2500_552500-182500,CellEastingNorthing2500_552500-185000,CellEastingNorthing2500_552500-187500,CellEastingNorthing2500_552500-190000,CellEastingNorthing2500_552500-192500,CellEastingNorthing2500_555000-180000,CellEastingNorthing2500_555000-182500,CellEastingNorthing2500_555000-185000,CellEastingNorthing2500_555000-187500,CellEastingNorthing2500_555000-190000,CellEastingNorthing2500_555000-192500,CellEastingNorthing2500_557500-182500,CellEastingNorthing2500_557500-185000,CellEastingNorthing2500_557500-187500,CellEastingNorthing2500_560000-185000,CellEastingNorthing2500_560000-187500,IsBankholiday,IsWeekend,DistanceStationLog,Hour_sin,Hour_cos,Weekday_sin,Weekday_cos,Month_sin,Month_cos,ResponseTimeBinary
235138081,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.207600066550631,0.0,1.0,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,1
2091,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.454776971122954,0.0,1.0,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,1
3091,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.940169902511898,0.0,1.0,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,1
5091,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.031188514057345,0.0,1.0,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,1
6091,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.281069294316682,0.0,1.0,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,1
8091,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.175447321853003,0.0,1.0,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0
9091,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.369939711504725,0.0,1.0,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,1
10091,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.868431392147639,0.0,1.0,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,1
11091,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.6994642401050895,0.0,1.0,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,1
14091,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.674405034638051,0.0,1.0,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,1
